ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,StartDate,EndDate,Status
283,FR-R38B-48,14,LB ,CM ,LL Road Frame - Black, 48,Cuadro de carretera GB: negro, 48,Cadre de vélo de route LL - noir, 48,170.1428,True,Black,500,375,306.5636,48,48-52 CM,2.3599999999999999,1,R ,183.9382,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2012-07-01 00:00:00,2008-12-27 00:00:00,
284,FR-R38B-48,14,LB ,CM ,LL Road Frame - Black, 48,Cuadro de carretera GB: negro, 48,Cadre de vélo de route LL - noir, 48,204.6251,True,Black,500,375,337.22,48,48-52 CM,2.3599999999999999,1,R ,202.332,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2013-07-01 00:00:00,,Current
285,FR-R38B-52,14,LB ,CM ,LL Road Frame - Black, 52,Cuadro de carretera GB: negro, 52,Cadre de vélo de route LL - noir, 52,176.1997,True,Black,500,375,297.6346,52,48-52 CM,2.3999999999999999,1,R ,178.5808,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2011-07-01 00:00:00,2007-12-28 00:00:00,
286,FR-R38B-52,14,LB ,CM ,LL Road Frame - Black, 52,Cuadro de carretera GB: negro, 52,Cadre de vélo de route LL - noir, 52,170.1428,True,Black,500,375,306.5636,52,48-52 CM,2.3999999999999999,1,R ,183.9382,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2012-07-01 00:00:00,2008-12-27 00:00:00,
287,FR-R38B-52,14,LB ,CM ,LL Road Frame - Black, 52,Cuadro de carretera GB: negro, 52,Cadre de vélo de route LL - noir, 52,204.6251,True,Black,500,375,337.22,52,48-52 CM,2.3999999999999999,1,R ,202.332,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2013-07-01 00:00:00,,Current
288,FR-M94S-42,12,LB ,CM ,HL Mountain Frame - Silver, 42,,,623.8403,True,Silver,500,375,1204.3248,42,42-46 CM,2.7200000000000002,1,M ,722.5949,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00,2007-12-28 00:00:00,
289,FR-M94S-42,12,LB ,CM ,HL Mountain Frame - Silver, 42,,,660.9142,True,Silver,500,375,1240.4545,42,42-46 CM,2.7200000000000002,1,M ,744.2727,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00,2008-12-27 00:00:00,
290,FR-M94S-42,12,LB ,CM ,HL Mountain Frame - Silver, 42,,,747.2002,True,Silver,500,375,1364.5,42,42-46 CM,2.7200000000000002,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00,,Current
291,FR-M94S-44,12,LB ,CM ,HL Mountain Frame - Silver, 44,,,706.811,True,Silver,500,375,1364.5,44,42-46 CM,2.7599999999999998,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00,2007-12-28 00:00:00,
292,FR-M94S-52,12,LB ,CM ,HL Mountain Frame - Silver, 48,,,706.811,True,Silver,500,375,1364.5,48,48-52 CM,2.7999999999999998,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00,2007-12-28 00:00:00,
293,FR-M94S-46,12,LB ,CM ,HL Mountain Frame - Silver, 46,,,623.8403,True,Silver,500,375,1204.3248,46,42-46 CM,2.8399999999999999,1,M ,722.5949,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00,2007-12-28 00:00:00,
294,FR-M94S-46,12,LB ,CM ,HL Mountain Frame - Silver, 46,,,660.9142,True,Silver,500,375,1240.4545,46,42-46 CM,2.8399999999999999,1,M ,744.2727,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00,2008-12-27 00:00:00,
295,FR-M94S-46,12,LB ,CM ,HL Mountain Frame - Silver, 46,,,747.2002,True,Silver,500,375,1364.5,46,42-46 CM,2.8399999999999999,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00,,Current
296,FR-M94B-42,12,LB ,CM ,HL Mountain Frame - Black, 42,,,617.0281,True,Black,500,375,1191.1739,42,42-46 CM,2.7200000000000002,1,M ,714.7043,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00,2007-12-28 00:00:00,
297,FR-M94B-42,12,LB ,CM ,HL Mountain Frame - Black, 42,,,653.6971,True,Black,500,375,1226.9091,42,42-46 CM,2.7200000000000002,1,M ,736.1455,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00,2008-12-27 00:00:00,
298,FR-M94B-42,12,LB ,CM ,HL Mountain Frame - Black, 42,,,739.041,True,Black,500,375,1349.6,42,42-46 CM,2.7200000000000002,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00,,Current
299,FR-M94B-44,12,LB ,CM ,HL Mountain Frame - Black, 44,,,699.0928,True,Black,500,375,1349.6,44,42-46 CM,2.7599999999999998,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00,2007-12-28 00:00:00,
300,FR-M94B-48,12,LB ,CM ,HL Mountain Frame - Black, 48,,,699.0928,True,Black,500,375,1349.6,48,48-52 CM,2.7999999999999998,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00,2007-12-28 00:00:00,
301,FR-M94B-46,12,LB ,CM ,HL Mountain Frame - Black, 46,,,617.0281,True,Black,500,375,1191.1739,46,42-46 CM,2.8399999999999999,1,M ,714.7043,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00,2007-12-28 00:00:00,
302,FR-M94B-46,12,LB ,CM ,HL Mountain Frame - Black, 46,,,653.6971,True,Black,500,375,1226.9091,46,42-46 CM,2.8399999999999999,1,M ,736.1455,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00,2008-12-27 00:00:00,
303,FR-M94B-46,12,LB ,CM ,HL Mountain Frame - Black, 46,,,739.041,True,Black,500,375,1349.6,46,42-46 CM,2.8399999999999999,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00,,Current
304,FR-M94B-38,12,LB ,CM ,HL Mountain Frame - Black, 38,,,617.0281,True,Black,500,375,1191.1739,38,38-40 CM,2.6800000000000002,2,M ,714.7043,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00,2007-12-28 00:00:00,
305,FR-M94B-38,12,LB ,CM ,HL Mountain Frame - Black, 38,,,653.6971,True,Black,500,375,1226.9091,38,38-40 CM,2.6800000000000002,2,M ,736.1455,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00,2008-12-27 00:00:00,
306,FR-M94B-38,12,LB ,CM ,HL Mountain Frame - Black, 38,,,739.041,True,Black,500,375,1349.6,38,38-40 CM,2.6800000000000002,2,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00,,Current
307,FR-M94S-38,12,LB ,CM ,HL Mountain Frame - Silver, 38,,,623.8403,True,Silver,500,375,1204.3248,38,38-40 CM,2.6800000000000002,2,M ,722.5949,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00,2007-12-28 00:00:00,
308,FR-M94S-38,12,LB ,CM ,HL Mountain Frame - Silver, 38,,,660.9142,True,Silver,500,375,1240.4545,38,38-40 CM,2.6800000000000002,2,M ,744.2727,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00,2008-12-27 00:00:00,
309,FR-M94S-38,12,LB ,CM ,HL Mountain Frame - Silver, 38,,,747.2002,True,Silver,500,375,1364.5,38,38-40 CM,2.6800000000000002,2,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00,,Current
310,BK-R93R-62,2,LB ,CM ,Road-150 Red, 62,Carretera: 150, roja, 62,Vélo de route 150 rouge, 62,2171.2942,True,Red,100,75,3578.27,62,60-62 CM,15,4,R ,2146.962,H ,U ,Road-150,This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.,2011-07-01 00:00:00,2007-12-28 00:00:00,
311,BK-R93R-44,2,LB ,CM ,Road-150 Red, 44,Carretera: 150, roja, 44,Vélo de route 150 rouge, 44,2171.2942,True,Red,100,75,3578.27,44,42-46 CM,13.77,4,R ,2146.962,H ,U ,Road-150,This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.,2011-07-01 00:00:00,2007-12-28 00:00:00,
312,BK-R93R-48,2,LB ,CM ,Road-150 Red, 48,Carretera: 150, roja, 48,Vélo de route 150 rouge, 48,2171.2942,True,Red,100,75,3578.27,48,48-52 CM,14.130000000000001,4,R ,2146.962,H ,U ,Road-150,This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.,2011-07-01 00:00:00,2007-12-28 00:00:00,
313,BK-R93R-52,2,LB ,CM ,Road-150 Red, 52,Carretera: 150, roja, 52,Vélo de route 150 rouge, 52,2171.2942,True,Red,100,75,3578.27,52,48-52 CM,14.42,4,R ,2146.962,H ,U ,Road-150,This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.,2011-07-01 00:00:00,2007-12-28 00:00:00,
314,BK-R93R-56,2,LB ,CM ,Road-150 Red, 56,Carretera: 150, roja, 56,Vélo de route 150 rouge, 56,2171.2942,True,Red,100,75,3578.27,56,54-58 CM,14.68,4,R ,2146.962,H ,U ,Road-150,This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.,2011-07-01 00:00:00,2007-12-28 00:00:00,
315,BK-R68R-58,2,LB ,CM ,Road-450 Red, 58,Carretera: 450, roja, 58,Vélo de route 450 rouge, 58,884.7083,True,Red,100,75,1457.99,58,54-58 CM,17.789999999999999,4,R ,874.794,M ,U ,Road-450,A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.,2011-07-01 00:00:00,2007-12-28 00:00:00,
316,BK-R68R-60,2,LB ,CM ,Road-450 Red, 60,Carretera: 450, roja, 60,Vélo de route 450 rouge, 60,884.7083,True,Red,100,75,1457.99,60,60-62 CM,17.899999999999999,4,R ,874.794,M ,U ,Road-450,A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.,2011-07-01 00:00:00,2007-12-28 00:00:00,
317,BK-R68R-44,2,LB ,CM ,Road-450 Red, 44,Carretera: 450, roja, 44,Vélo de route 450 rouge, 44,884.7083,True,Red,100,75,1457.99,44,42-46 CM,16.77,4,R ,874.794,M ,U ,Road-450,A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.,2011-07-01 00:00:00,2007-12-28 00:00:00,
318,BK-R68R-48,2,LB ,CM ,Road-450 Red, 48,Carretera: 450, roja, 48,Vélo de route 450 rouge, 48,884.7083,True,Red,100,75,1457.99,48,48-52 CM,17.129999999999999,4,R ,874.794,M ,U ,Road-450,A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.,2011-07-01 00:00:00,2007-12-28 00:00:00,
319,BK-R68R-52,2,LB ,CM ,Road-450 Red, 52,Carretera: 450, roja, 52,Vélo de route 450 rouge, 52,884.7083,True,Red,100,75,1457.99,52,48-52 CM,17.420000000000002,4,R ,874.794,M ,U ,Road-450,A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.,2011-07-01 00:00:00,2007-12-28 00:00:00,
320,BK-R50R-58,2,LB ,CM ,Road-650 Red, 58,Carretera: 650, roja, 58,Vélo de route 650 rouge, 58,413.1463,True,Red,100,75,699.0982,58,54-58 CM,19.789999999999999,4,R ,419.4589,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2011-07-01 00:00:00,2007-12-28 00:00:00,
321,BK-R50R-58,2,LB ,CM ,Road-650 Red, 58,Carretera: 650, roja, 58,Vélo de route 650 rouge, 58,486.7066,True,Red,100,75,782.99,58,54-58 CM,19.789999999999999,4,R ,469.794,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2012-07-01 00:00:00,2008-12-27 00:00:00,
322,BK-R50R-60,2,LB ,CM ,Road-650 Red, 60,Carretera: 650, roja, 60,Vélo de route 650 rouge, 60,413.1463,True,Red,100,75,699.0982,60,60-62 CM,19.899999999999999,4,R ,419.4589,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2011-07-01 00:00:00,2007-12-28 00:00:00,
323,BK-R50R-60,2,LB ,CM ,Road-650 Red, 60,Carretera: 650, roja, 60,Vélo de route 650 rouge, 60,486.7066,True,Red,100,75,782.99,60,60-62 CM,19.899999999999999,4,R ,469.794,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2012-07-01 00:00:00,2008-12-27 00:00:00,
324,BK-R50R-62,2,LB ,CM ,Road-650 Red, 62,Carretera: 650, roja, 62,Vélo de route 650 rouge, 62,413.1463,True,Red,100,75,699.0982,62,60-62 CM,20,4,R ,419.4589,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2011-07-01 00:00:00,2007-12-28 00:00:00,
325,BK-R50R-62,2,LB ,CM ,Road-650 Red, 62,Carretera: 650, roja, 62,Vélo de route 650 rouge, 62,486.7066,True,Red,100,75,782.99,62,60-62 CM,20,4,R ,469.794,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2012-07-01 00:00:00,2008-12-27 00:00:00,
326,BK-R50R-44,2,LB ,CM ,Road-650 Red, 44,Carretera: 650, roja, 44,Vélo de route 650 rouge, 44,413.1463,True,Red,100,75,699.0982,44,42-46 CM,18.77,4,R ,419.4589,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2011-07-01 00:00:00,2007-12-28 00:00:00,
327,BK-R50R-44,2,LB ,CM ,Road-650 Red, 44,Carretera: 650, roja, 44,Vélo de route 650 rouge, 44,486.7066,True,Red,100,75,782.99,44,42-46 CM,18.77,4,R ,469.794,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2012-07-01 00:00:00,2008-12-27 00:00:00,
328,BK-R50R-48,2,LB ,CM ,Road-650 Red, 48,Carretera: 650, roja, 48,Vélo de route 650 rouge, 48,413.1463,True,Red,100,75,699.0982,48,48-52 CM,19.129999999999999,4,R ,419.4589,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2011-07-01 00:00:00,2007-12-28 00:00:00,
329,BK-R50R-48,2,LB ,CM ,Road-650 Red, 48,Carretera: 650, roja, 48,Vélo de route 650 rouge, 48,486.7066,True,Red,100,75,782.99,48,48-52 CM,19.129999999999999,4,R ,469.794,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2012-07-01 00:00:00,2008-12-27 00:00:00,
330,BK-R50R-52,2,LB ,CM ,Road-650 Red, 52,Carretera: 650, roja, 52,Vélo de route 650 rouge, 52,413.1463,True,Red,100,75,699.0982,52,48-52 CM,19.420000000000002,4,R ,419.4589,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2011-07-01 00:00:00,2007-12-28 00:00:00,
331,BK-R50R-52,2,LB ,CM ,Road-650 Red, 52,Carretera: 650, roja, 52,Vélo de route 650 rouge, 52,486.7066,True,Red,100,75,782.99,52,48-52 CM,19.420000000000002,4,R ,469.794,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2012-07-01 00:00:00,2008-12-27 00:00:00,
332,BK-R50B-58,2,LB ,CM ,Road-650 Black, 58,Carretera: 650, negra, 58,Vélo de route 650 noir, 58,413.1463,True,Black,100,75,699.0982,58,54-58 CM,19.789999999999999,4,R ,419.4589,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2011-07-01 00:00:00,2007-12-28 00:00:00,
333,BK-R50B-58,2,LB ,CM ,Road-650 Black, 58,Carretera: 650, negra, 58,Vélo de route 650 noir, 58,486.7066,True,Black,100,75,782.99,58,54-58 CM,19.789999999999999,4,R ,469.794,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2012-07-01 00:00:00,2008-12-27 00:00:00,
334,BK-R50B-60,2,LB ,CM ,Road-650 Black, 60,Carretera: 650, negra, 60,Vélo de route 650 noir, 60,413.1463,True,Black,100,75,699.0982,60,60-62 CM,19.899999999999999,4,R ,419.4589,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2011-07-01 00:00:00,2007-12-28 00:00:00,
335,BK-R50B-60,2,LB ,CM ,Road-650 Black, 60,Carretera: 650, negra, 60,Vélo de route 650 noir, 60,486.7066,True,Black,100,75,782.99,60,60-62 CM,19.899999999999999,4,R ,469.794,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2012-07-01 00:00:00,2008-12-27 00:00:00,
336,BK-R50B-62,2,LB ,CM ,Road-650 Black, 62,Carretera: 650, negra, 62,Vélo de route 650 noir, 62,413.1463,True,Black,100,75,699.0982,62,60-62 CM,20,4,R ,419.4589,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2011-07-01 00:00:00,2007-12-28 00:00:00,
337,BK-R50B-62,2,LB ,CM ,Road-650 Black, 62,Carretera: 650, negra, 62,Vélo de route 650 noir, 62,486.7066,True,Black,100,75,782.99,62,60-62 CM,20,4,R ,469.794,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2012-07-01 00:00:00,2008-12-27 00:00:00,
338,BK-R50B-44,2,LB ,CM ,Road-650 Black, 44,Carretera: 650, negra, 44,Vélo de route 650 noir, 44,413.1463,True,Black,100,75,699.0982,44,42-46 CM,18.77,4,R ,419.4589,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2011-07-01 00:00:00,2007-12-28 00:00:00,
339,BK-R50B-44,2,LB ,CM ,Road-650 Black, 44,Carretera: 650, negra, 44,Vélo de route 650 noir, 44,486.7066,True,Black,100,75,782.99,44,42-46 CM,18.77,4,R ,469.794,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2012-07-01 00:00:00,2008-12-27 00:00:00,
340,BK-R50B-48,2,LB ,CM ,Road-650 Black, 48,Carretera: 650, negra, 48,Vélo de route 650 noir, 48,413.1463,True,Black,100,75,699.0982,48,48-52 CM,19.129999999999999,4,R ,419.4589,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2011-07-01 00:00:00,2007-12-28 00:00:00,
341,BK-R50B-48,2,LB ,CM ,Road-650 Black, 48,Carretera: 650, negra, 48,Vélo de route 650 noir, 48,486.7066,True,Black,100,75,782.99,48,48-52 CM,19.129999999999999,4,R ,469.794,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2012-07-01 00:00:00,2008-12-27 00:00:00,
342,BK-R50B-52,2,LB ,CM ,Road-650 Black, 52,Carretera: 650, negra, 52,Vélo de route 650 noir, 52,413.1463,True,Black,100,75,699.0982,52,48-52 CM,19.420000000000002,4,R ,419.4589,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2011-07-01 00:00:00,2007-12-28 00:00:00,
343,BK-R50B-52,2,LB ,CM ,Road-650 Black, 52,Carretera: 650, negra, 52,Vélo de route 650 noir, 52,486.7066,True,Black,100,75,782.99,52,48-52 CM,19.420000000000002,4,R ,469.794,L ,U ,Road-650,Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.,2012-07-01 00:00:00,2008-12-27 00:00:00,
344,BK-M82S-38,1,LB ,CM ,Mountain-100 Silver, 38,Montaña: 100, plateada, 38,VTT 100 argent, 38,1912.1544,True,Silver,100,75,3399.99,38,38-40 CM,20.350000000000001,4,M ,2039.994,H ,U ,Mountain-100,Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.,2011-07-01 00:00:00,2007-12-28 00:00:00,
345,BK-M82S-42,1,LB ,CM ,Mountain-100 Silver, 42,Montaña: 100, plateada, 42,VTT 100 argent, 42,1912.1544,True,Silver,100,75,3399.99,42,42-46 CM,20.77,4,M ,2039.994,H ,U ,Mountain-100,Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.,2011-07-01 00:00:00,2007-12-28 00:00:00,
346,BK-M82S-44,1,LB ,CM ,Mountain-100 Silver, 44,Montaña: 100, plateada, 44,VTT 100 argent, 44,1912.1544,True,Silver,100,75,3399.99,44,42-46 CM,21.129999999999999,4,M ,2039.994,H ,U ,Mountain-100,Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.,2011-07-01 00:00:00,2007-12-28 00:00:00,
347,BK-M82S-48,1,LB ,CM ,Mountain-100 Silver, 48,Montaña: 100, plateada, 48,VTT 100 argent, 48,1912.1544,True,Silver,100,75,3399.99,48,48-52 CM,21.420000000000002,4,M ,2039.994,H ,U ,Mountain-100,Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.,2011-07-01 00:00:00,2007-12-28 00:00:00,
348,BK-M82B-38,1,LB ,CM ,Mountain-100 Black, 38,Montaña: 100, negra, 38,VTT 100 noir, 38,1898.0944,True,Black,100,75,3374.99,38,38-40 CM,20.350000000000001,4,M ,2024.994,H ,U ,Mountain-100,Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.,2011-07-01 00:00:00,2007-12-28 00:00:00,
349,BK-M82B-42,1,LB ,CM ,Mountain-100 Black, 42,Montaña: 100, negra, 42,VTT 100 noir, 42,1898.0944,True,Black,100,75,3374.99,42,42-46 CM,20.77,4,M ,2024.994,H ,U ,Mountain-100,Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.,2011-07-01 00:00:00,2007-12-28 00:00:00,
350,BK-M82B-44,1,LB ,CM ,Mountain-100 Black, 44,Montaña: 100, negra, 44,VTT 100 noir, 44,1898.0944,True,Black,100,75,3374.99,44,42-46 CM,21.129999999999999,4,M ,2024.994,H ,U ,Mountain-100,Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.,2011-07-01 00:00:00,2007-12-28 00:00:00,
351,BK-M82B-48,1,LB ,CM ,Mountain-100 Black, 48,Montaña: 100, negra, 48,VTT 100 noir, 48,1898.0944,True,Black,100,75,3374.99,48,48-52 CM,21.420000000000002,4,M ,2024.994,H ,U ,Mountain-100,Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.,2011-07-01 00:00:00,2007-12-28 00:00:00,
